SKU,Style,Category,Size,Color,Inventory
J0237-SKD-L,J0237,Set,L,Orange,6
NW038-ST-SR-M,NW038,Set,M,Blue,2
JNE3348-KR-XXL,JNE3348,kurta,XXL,Pink,43
JNE3687-TU-XL,JNE3687,Top,XL,Black,9
SET378-KR-NP-L,SET378,Set,L,Blue,1
SET221-KR-NP-M,SET221,Set,M,Mustard,8
J0238-LCD-XL,J0238,Set,XL,White,7
J0279-SET-XL,J0279,Set,XL,Light Green,13
JNE3617-KR-S,JNE3617,kurta,S,Black,120
JNE3762-KR-S,JNE3762,kurta,S,Maroon,80
SET221-KR-NP-XXL,SET221,Set,XXL,Mustard,11
JNE3408-KR-XXL,JNE3408,kurta,XXL,Black,24
BL104-S,BL104,Blouse,S,Black,14
SET221-KR-NP-XL,SET221,Set,XL,Mustard,2
JNE3687-TU-L,JNE3687,Top,L,Black,37
J0247-SKD-L,J0247,Set,L,Teal,28
JNE3313-KR-XXXL,JNE3313,kurta,3XL,Black,9
SET318-KR-SHA-XXL,SET318,Set,XXL,Orange,55
JNE3609-KR-XXXL,JNE3609,kurta,3XL,White,10
BTM040-PP-XXL,BTM040,Bottom,XXL,Brown,4
SET247-KR-SHA-XL,SET247,Set,XL,Teal,3
SET073-KR-SHA-L,SET073,Set,L,Dark Green,113
J0179-KR-XXXL,J0179,kurta,3XL,Multicolor,6
J0090-TP-S,J0090,Top,S,Red,4
JNE1408-KR-UDF19-A-S,JNE1408,kurta,S,,0
JNE3398-KR-XS,JNE3398,kurta,XS,Yellow,7
SET250-KR-SHA-S,SET250,Set,S,Magenta,5
SAR059,SAR059,Saree,Free,Brown,26
SET165-KR-PP-XS,SET165,Set,XS,Blue,8
JNE3742-KR-XS,JNE3742,kurta,XS,Green,31
BL098-S,BL098,Blouse,S,Brown,39
JNE3416-KR-L,JNE3416,kurta,L,Brown,16
JNE3429-KR-S,JNE3429,kurta,S,Light Green,29
J0203-TP-M,J0203,Top,M,Green,0
JNE3294-KR-XXXL,JNE3294,kurta,3XL,Yellow,5
JNE3730-KR-XL,JNE3730,kurta,XL,Olive,9
SET380-KR-NP-XXXL,SET380,Set,3XL,Grey,6
J0103-SKD-A-M,J0103,Set,M,,0
JNE3432-KR-M,JNE3432,kurta,M,Red,23
JNE3432-KR-S,JNE3432,kurta,S,Red,5
SET043-KR-NP-S,SET043,Set,S,Turquoise Blue,232
SET004-KR-SP-XXL,SET004,Set,XXL,Grey,1
JNE3736-KR-XXL,JNE3736,kurta,XXL,Pink,4
J0335-DR-S,J0335,Western Dress,S,Orange,28
BL111-L,BL111,Blouse,L,Black,9
JNE3819-KR-L,JNE3819,kurta,L,Blue,8
JNE3875-KR-XL,JNE3875,kurta,XL,Green,95
JNE3564-KR-XS,JNE3564,kurta,XS,Black,64
SET229-KR-PP-XS,SET229,Set,XS,Mauve,25
SET075-KR-DH-XS,SET075,Set,XS,Pink,2
JNE3477-KR-M,JNE3477,kurta,M,Peach,8
JNE3894-TP-M,JNE3894,Top,M,Blue,0
BTM048-PP-L,BTM048,Bottom,L,Green,3
JNE3408-KR-M,JNE3408,kurta,M,Black,31
BTM008-B-XXL,BTM008,Bottom,XXL,,0
J0100-DR-XXXL,J0100,Western Dress,3XL,Green,42
JNE3400-KR-XXXL,JNE3400,kurta,3XL,Brown,11
JNE3555-KR-XL,JNE3555,kurta,XL,Maroon,19
JNE3608-KR-S,JNE3608,kurta,S,Maroon,30
JNE2153-KR-278-A-XS,JNE2153,kurta,XS,,0
NW031-TP-PJ-XL,NW031,Set,XL,Cream,3
JNE3365-KR-1052-A-L,JNE3365,kurta,L,,0
SET340-KR-NP-L,SET340,Set,L,Maroon,1
MEN5026-KR-XXL,MEN5026,kurta,XXL,Blue,12
JNE3727-KR-S,JNE3727,kurta,S,Blue,31
J0350-SET-L,J0350,Set,L,Cream,2
J0400-DR-XXL,J0400,Western Dress,XXL,Sea Green,24
JNE3766-KR-S,JNE3766,kurta,S,Grey,24
SET308-KR-PP-L,SET308,Set,L,Grey,48
JNE3447-KR-XXXL,JNE3447,kurta,3XL,Beige,2
SET075-KR-DH-L,SET075,Set,L,Pink,0
JNE1951-KR-155-XL,JNE1951,kurta,XL,Green,0
MEN5004-KR-M,MEN5004,kurta,M,Blue,3
JNE3766-KR-XXL,JNE3766,kurta,XXL,Grey,26
J0377-SKD-XS,J0377,Set,XS,Beige,25
JNE3427-KR-M,JNE3427,kurta,M,Grey,4
JNE3763-KR-S,JNE3763,kurta,S,Teal,90
JNE3704-KR-S,JNE3704,kurta,S,Brown,4
JNE3577-KR-L,JNE3577,kurta,L,Pink,17
JNE3767-KR-L,JNE3767,kurta,L,Red,164
JNE3748-KR-XXXL,JNE3748,kurta,3XL,Blue,15
JNE3736-KR-XXXL,JNE3736,kurta,3XL,Pink,6
J0198-TP-L,J0198,Top,L,Navy Blue,21
JNE3759-KR-XL,JNE3759,kurta,XL,Pink,46
JNE3622-KR-XS,JNE3622,kurta,XS,Black,25
JNE3535-KR-XL,JNE3535,kurta,XL,Turquoise,2
SET243-KR-PP-L,SET243,Set,L,Blue,4
J0419-TP-XXL,J0419,Top,XXL,Maroon,41
MEN5026-KR-M,MEN5026,kurta,M,Blue,3
SET128-KR-DH-XS,SET128,Set,XS,Beige,63
SET414-KR-NP-S,SET414,Set,S,Navy Blue,59
BL009-61BLACK-B,BL009,Blouse,Free,,0
BL010-61CHIKU-B,BL010,Blouse,Free,,0
J0415-DR-XXXL,J0415,Western Dress,3XL,CORAL PINK,7
SET264-KR-NP-XS,SET264,Set,XS,Gold,237
JNE2153-KR-278-A-XXL,JNE2153,kurta,XXL,,0
J0080-TP-XS,J0080,Top,XS,White,2
JNE3479-KR-XS,JNE3479,kurta,XS,Black,4
J0163-SKD-XL,J0163,Set,XL,Red,91
SET398-KR-PP-M,SET398,Set,M,Peach,4
JNE3401-KR-XXXL,JNE3401,kurta,3XL,Brown,1
JNE3872-KR-XXL,JNE3872,kurta,XXL,NAVY,92
JNE3464-KR-XXL,JNE3464,kurta,XXL,,0
J0207-DR-XXL,J0207,Western Dress,XXL,Olive,1
JNE3689-TU-S,JNE3689,Top,S,Navy Blue,3
SET201-KR-NP-A-XL,SET201,Set,XL,,0
SET373-KR-PP-S,SET373,Set,S,Maroon,61
JNE3791-DR-L,JNE3791,Ethnic Dress,L,Light Green,8
JNE3818-KR-XXXL,JNE3818,kurta,3XL,Orange,4
JNE3633-KR-XS,JNE3633,kurta,XS,Green,8
JNE3741-KR-XXL,JNE3741,kurta,XXL,TEAL GREEN ,62
SET415-KR-NP-XS,SET415,Set,XS,Green,49
J0010-LCD-S,J0010,Set,S,Peach,14
J0237-SKD-M,J0237,Set,M,Orange,2
J0136-KR-XS,J0136,kurta,XS,Black,38
JNE3796-KR-XXXL,JNE3796,kurta,3XL,Peach,3
JNE3794-KR-S,JNE3794,kurta,S,Peach,94
SET384-KR-NP-S,SET384,Set,S,LIGHT YELLOW,48
SET393-KR-NP-XXL,SET393,Set,XXL,Blue,2
PJNE3364-KR-5XL,PJNE3364,kurta,5XL,Green,9
J0198-TP-XS,J0198,Top,XS,Navy Blue,4
JNE3821-KR-XS,JNE3821,kurta,XS,Sea Green,7
MEN5003-KR-M,MEN5003,kurta,M,Black,31
SET227-KR-PP-A-XXXL,SET227,Set,3XL,,0
SET110-KR-PP-XL,SET110,Set,XL,Black,2
JNE3553-KR-XL,JNE3553,kurta,XL,Navy Blue,0
JNE3457-KR-XXL,JNE3457,kurta,XXL,Turquoise Blue,35
J0175-KR-XXL,J0175,kurta,XXL,Maroon,14
SET264-KR-NP-XXXL,SET264,Set,3XL,Gold,12
JNE3542-KR-XS,JNE3542,kurta,XS,Cream,6
JNE3818-KR-XS,JNE3818,kurta,XS,Orange,16
NW003-TP-PJ-XXL,NW003,Set,XXL,Maroon,26
JNE3559-KR-XL,JNE3559,kurta,XL,Grey,21
J0371-SKD-XXXL,J0371,Set,3XL,Teal,20
SET360-KR-NP-XXL,SET360,Set,XXL,Light Pink,6
SET384-KR-NP-M,SET384,Set,M,LIGHT YELLOW,6
JNE3575-KR-XXL,JNE3575,kurta,XXL,Pink,13
J0345-SET-L,J0345,Set,L,Cream,4
SET287-KR-NP-XL,SET287,Set,XL,Teal,138
J0113-TP-XS,J0113,Top,XS,Blue,54
JNE3732-KR-M,JNE3732,kurta,M,Black,15
JNE1233-BLUE-KR-031-L,JNE1233,kurta,L,Blue,46
JNE3879-DR-S,JNE3879,Western Dress,S,Turquoise,45
J0157-DR-XXXL,J0157,Western Dress,3XL,Black,4
JNE2205-KR-467-A-XXL,JNE2205,kurta,XXL,,0
J0122-TP-M,J0122,Top,M,White,3
JNE2131-KR-A-M,JNE2131,kurta,M,Multicolor,6
JNE3707-DR-XL,JNE3707,Western Dress,XL,Cream,19
JNE3534-KR-L,JNE3534,kurta,L,Turquoise,2
J0025-DR-XS,J0025,Western Dress,XS,Sea Green,7
SET004-KR-SP-A-XL,SET004,Set,XL,,0
J0212-DR-S,J0212,Ethnic Dress,S,Green,33
J0158-DR-M,J0158,Western Dress,M,White,73
SET272-KR-PP-L,SET272,Set,L,Mustard,3
SET263-KR-NP-XL,SET263,Set,XL,Turquoise,5
SET205-KR-DPT-A-S,SET205,Set,S,,0
J0279-SET-S,J0279,Set,S,Light Green,42
J0375-SKD-S,J0375,Set,S,Cream,34
JNE3369-KR-XXXL,JNE3369,kurta,3XL,Black,8
J0350-SET-XS,J0350,Set,XS,Cream,1
SET248-KR-NP-L,SET248,Set,L,Teal,4
JNE3485-KR-XXXL,JNE3485,kurta,3XL,Grey,21
JNE3749-KR-S,JNE3749,kurta,S,Blue,8
JNE2113-KR-381-S,JNE2113,kurta,S,Multicolor,4
SET257-KR-PP-L,SET257,Set,L,Beige,1
JNE1951-KR-155-XXXL,JNE1951,kurta,3XL,Green,0
SET197-KR-NP-XS,SET197,Set,XS,Mustard,191
J0277-SKD-XXL,J0277,Set,XXL,Gold,57
SAR030,SAR030,Saree,Free,Beige,10
JNE3609-KR-S,JNE3609,kurta,S,White,7
JNE3443-KR-L,JNE3443,kurta,L,Beige,99
SET281-KR-PP-L,SET281,Set,L,Green,4
JNE3296-KR-M,JNE3296,kurta,M,,0
SET386-KR-NP-XS,SET386,Set,XS,Light Pink,43
J0314-KR-M,J0314,kurta,M,Multicolor,3
JNE3760-KR-XXL,JNE3760,kurta,XXL,Teal,76
SET398-KR-PP-XXXL,SET398,Set,3XL,Peach,4
J0308-DR-XXL,J0308,Western Dress,XXL,Multicolor,2
JNE3806-KR-S,JNE3806,kurta,S,Blue,37
J0134-SET-L,J0134,Set,L,Cream,2
NW037-TP-SR-XS,NW037,Set,XS,Pink,10
J0228-SKD-XXXL,J0228,Set,3XL,Navy Blue,49
JNE2265-KR-501-L,JNE2265,kurta,L,Purple,12
SET130-KR-NP-XS,SET130,Set,XS,Magenta,46
J0163-SKD-XXXL,J0163,Set,3XL,Red,44
JNE3766-KR-XS,JNE3766,kurta,XS,Grey,25
J0254-SKD-M,J0254,Set,M,Wine,6
JNE2153-KR-278-A-XXXL,JNE2153,kurta,3XL,,0
JNE3880-DR-XXL,JNE3880,Western Dress,XXL,Peach,34
JNE3615-KR-S,JNE3615,kurta,S,Navy Blue,68
JNE3445-KR-L,JNE3445,kurta,L,White,1
BL098-M,BL098,Blouse,M,Brown,31
J0305-DR-XS,J0305,Western Dress,XS,Yellow,2
SET014-KR-PP-XS,SET014,Set,XS,Navy Blue,41
NW006-ST-SR-XXXL,NW006,Set,3XL,Beige,7
JNE3395-KR-XXXL,JNE3395,kurta,3XL,Light Green,2
J0238-LCD-S,J0238,Set,S,White,3
JNE3752-KR-XXXL,JNE3752,kurta,3XL,Blue,3
JNE1408-KR-UDF19-A-XL,JNE1408,kurta,XL,,0
JNE3432-KR-XL,JNE3432,kurta,XL,Red,8
JNE3907-KR-S,JNE3907,kurta,S,Navy Blue,67
JNE3907-KR-XS,JNE3907,kurta,XS,Navy Blue,57
J0162-SKD-L,J0162,Set,L,Mustard,38
SET250-KR-SHA-XL,SET250,Set,XL,Magenta,2
JNE3825-KR-S,JNE3825,kurta,S,Yellow,6
JNE3610-KR-XS,JNE3610,kurta,XS,TEAL GREEN ,20
JNE3359-KR-L,JNE3359,kurta,L,Grey,7
JNE3680-TU-XXXL,JNE3680,Top,3XL,Grey,9
JNE3554-KR-L,JNE3554,kurta,L,Yellow,7
JNE3370-KR-XXL,JNE3370,kurta,XXL,Red,4
JNE3473-KR-XXL,JNE3473,kurta,XXL,Light Green,54
SET300-KR-NP-XS,SET300,Set,XS,CORAL,18
JNE3578-KR-XL,JNE3578,kurta,XL,Yellow,8
JNE3543-KR-L,JNE3543,kurta,L,Cream,2
JNE3770-KR-L,JNE3770,kurta,L,Blue,135
JNE3706-DR-S,JNE3706,Western Dress,S,Cream,24
NW039-TP-SR-XS,NW039,Set,XS,Yellow,7
SET198-KR-NP-A-L,SET198,Set,L,,0
JNE3621-KR-S,JNE3621,kurta,S,OFF WHITE,8
SET386-KR-NP-XL,SET386,Set,XL,Light Pink,3
SET384-KR-NP-XL,SET384,Set,XL,LIGHT YELLOW,11
PSET043-KR-NP-5XL,PSET043,Set,5XL,Teal,0
JNE3663-TP-L,JNE3663,Top,L,Grey,2
JNE3625-DR-XL,JNE3625,Western Dress,XL,Peach,8
SET265-KR-NP-L,SET265,Set,L,Pink,9
SET116-KR-NP-L,SET116,Set,L,Yellow,3
J0033-KR-XL,J0033,kurta,XL,LEMON ,3
SET055-KR-NP-XS,SET055,Set,XS,Pink,15
BTM036-PP-XL,BTM036,Bottom,XL,Red,6
JNE3479-KR-L,JNE3479,kurta,L,Black,7
JNE3471-KR-XL,JNE3471,kurta,XL,Maroon,1
JNE1906-KR-031-L,JNE1906,kurta,L,Black,4
SET373-KR-PP-XS,SET373,Set,XS,Maroon,66
JNE3804-KR-M,JNE3804,kurta,M,Grey,55
JNE3774-KR-M,JNE3774,kurta,M,Teal,7
JNE3627-KR-L,JNE3627,kurta,L,Turquoise Blue,2
JNE3482-KR-L,JNE3482,kurta,L,Powder Blue,4
SET153-KR-NP-XS,SET153,Set,XS,Black,3
J0052-KR-XS,J0052,kurta,XS,,0
SET332-KR-PP-XXXL,SET332,Set,3XL,Black,14
J0116-TP-XXL,J0116,Top,XXL,Olive,2
JNE3160-KR-G-M,JNE3160,kurta,M,,0
JNE3546-KR-XXL,JNE3546,kurta,XXL,Blue,4
SET014-KR-PP-A-XL,SET014,Set,XL,,0
MEN5003-KR-XXL,MEN5003,kurta,XXL,Black,4
JNE3568-KR-XL,JNE3568,kurta,XL,Yellow,94
JNE3273-KR-S,JNE3273,kurta,S,Maroon,6
JNE3898-KR-XL,JNE3898,kurta,XL,Sea Green,23
J0370-SKD-S,J0370,Set,S,Maroon,37
JNE3724-KR-XXL,JNE3724,kurta,XXL,Pink,3
JNE3788-KR-M,JNE3788,kurta,M,Black,12
JNE3688-TU-XS,JNE3688,Top,XS,Green,2
AN211-BLACK-L,AN211,Bottom,L,Black,2
J0231-SKD-L,J0231,Set,L,Green,16
SET325-KR-NP-XL,SET325,Set,XL,Black,44
J0245-SKD-XXL,J0245,Set,XXL,OFF WHITE,11
JNE3160-KR-G-S,JNE3160,kurta,S,,0
JNE3791-DR-M,JNE3791,Ethnic Dress,M,Light Green,14
JNE3470-KR-XS,JNE3470,kurta,XS,Peach,23
J0369-SKD-S,J0369,Set,S,Grey,7
JNE3531-KR-XS,JNE3531,kurta,XS,Cream,11
J0334-TP-M,J0334,Top,M,Orange,22
NW009-ST-CP-S,NW009,Set,S,Turquoise,18
J0134-SET-S,J0134,Set,S,Cream,4
JNE3803-KR-XS,JNE3803,kurta,XS,Pink,13
JNE3471-KR-XXL,JNE3471,kurta,XXL,Maroon,0
J0023-TP-XXXL,J0023,Top,3XL,Turquoise Blue,1
SET377-KR-NP-XXXL,SET377,Set,3XL,Sea Green,3
JNE2294-KR-A-XXL,JNE2294,kurta,XXL,Yellow,3
J0122-TP-XXXL,J0122,Top,3XL,White,4
JNE3714-KR-XS,JNE3714,kurta,XS,TEAL GREEN ,26
BTM002-B-M,BTM002,Bottom,M,,0
J0172-TP-XXL,J0172,Top,XXL,Blue,16
JNE3766-KR-L,JNE3766,kurta,L,Grey,17
J0114-TP-M,J0114,Top,M,Pink,2
SET361-KR-NP-S,SET361,Set,S,White,1
J0131-KR-L,J0131,kurta,L,Teal,3
SET152-KR-NP-XS,SET152,Set,XS,Orange,3
SET332-KR-PP-XS,SET332,Set,XS,Black,48
CH205-YELLOW-XXL,CH205,Bottom,XXL,Yellow,2
MEN5025-KR-XL,MEN5025,kurta,XL,Blue,4
JNE3732-KR-XS,JNE3732,kurta,XS,Black,65
SET352-KR-NP-XXXL,SET352,Set,3XL,Maroon,30
JNE3665-TP-XXL,JNE3665,Top,XXL,Grey,5
JNE3270-KR-XS,JNE3270,kurta,XS,Maroon,44
JNE3423-KR-XXL,JNE3423,kurta,XXL,Black,1
JNE3789-KR-L,JNE3789,kurta,L,Teal,42
NW009-ST-CP-XL,NW009,Set,XL,Turquoise,12
JNE3432-KR-XS,JNE3432,kurta,XS,Red,12
J0233-SKD-L,J0233,Set,L,Maroon,48
JNE3516-KR-E-XXXL,JNE3516,kurta,3XL,,0
J0077-SKD-L,J0077,Set,L,Blue,3
JNE3670-TU-L,JNE3670,Top,L,White,3
JNE3435-KR-S,JNE3435,kurta,S,Pink,490
SET217-KR-PP-XXXL,SET217,Set,3XL,Sea Green,4
JNE3658-TP-XL,JNE3658,Top,XL,White,21
J0167-KR-L,J0167,kurta,L,Pink,4
SET270-KR-PP-L,SET270,Set,L,Green,0
J0248-KR-DPT-XL,J0248,Set,XL,Orange,4
JNE3694-KR-XXL,JNE3694,kurta,XXL,Cream,6
JNE3434-KR-L,JNE3434,kurta,L,Mustard,2
NW035-ST-CP-XXL,NW035,Set,XXL,Grey,20
JNE3864-TU-XXXL,JNE3864,Top,3XL,Blue,3
J0011-LCD-A-L,J0011,Set,L,,0
JNE3370-KR-L,JNE3370,kurta,L,Red,2
JNE3637-KR-XXL,JNE3637,kurta,XXL,Charcoal,2
J0048-TP-XXL,J0048,Top,XXL,LIME GREEN,3
MEN5032-KR-L,MEN5032,kurta,L,Blue,4
J0231-SKD-XXL,J0231,Set,XXL,Green,24
PJNE3364-KR-4XL,PJNE3364,kurta,4XL,Green,9
JNE3421-KR-N-L,JNE3421,kurta,L,,0
J0232-SKD-S,J0232,Set,S,Multicolor,8
J0159-DR-L,J0159,Western Dress,L,Blue,3
SET280-KR-PP-L,SET280,Set,L,Pink,1
SET236-KR-PP-XXXL,SET236,Set,3XL,Pink,4
MEN5022-KR-M,MEN5022,kurta,M,Green,2
JNE3820-KR-S,JNE3820,kurta,S,Green,10
JNE3369-KR-XS,JNE3369,kurta,XS,Black,41
J0415-DR-M,J0415,Western Dress,M,CORAL PINK,0
J0136-KR-XXXL,J0136,kurta,3XL,Black,48
J0399-DR-XS,J0399,Western Dress,XS,Rust,0
JNE2100-KR-144-M,JNE2100,kurta,M,Teal,8
J0414-DR-XL,J0414,Western Dress,XL,CORAL ORANGE,3
J0044-TP-S,J0044,Top,S,Sky Blue,3
JNE2291-KR-602-XL,JNE2291,kurta,XL,Mustard,24
SET332-KR-PP-XXL,SET332,Set,XXL,Black,51
JNE3537-KR-S,JNE3537,kurta,S,Multicolor,2
SET389-KR-NP-M,SET389,Set,M,White,3
JNE3655-TP-XL,JNE3655,Top,XL,Blue,33
SET172-KR-PP-B-S,SET172,Set,S,,0
SET389-KR-NP-XXXL,SET389,Set,3XL,White,2
JNE3476-KR-L,JNE3476,kurta,L,Peach,25
SET192-KR-NP-L,SET192,Set,L,Teal,3
SET193-KR-NP-A-XXL,SET193,Set,XXL,,0
SET341-KR-NP-XS,SET341,Set,XS,Multicolor,53
JNE3605-KR-XS,JNE3605,kurta,XS,Pink,9
JNE3535-KR-XS,JNE3535,kurta,XS,Turquoise,10
J0124-TP-M,J0124,Top,M,Cream,25
JNE3559-KR-XXL,JNE3559,kurta,XXL,Grey,5
JNE3621-KR-M,JNE3621,kurta,M,OFF WHITE,4
JNE3556-KR-L,JNE3556,kurta,L,Grey,20
J0236-SKD-XL,J0236,Set,XL,Pink,3
J0033-KR-XXXL,J0033,kurta,3XL,LEMON ,4
JNE3489-KR-L,JNE3489,kurta,L,Maroon,140
SET132-KR-NP-XL,SET132,Set,XL,Light Green,4
JNE3404-KR-S,JNE3404,kurta,S,Wine,71
SET198-KR-NP-A-XXL,SET198,Set,XXL,,0
JNE3789-KR-XS,JNE3789,kurta,XS,Teal,9
JNE3778-KR-XS,JNE3778,kurta,XS,Green,81
MEN5008-KR-XXXL,MEN5008,kurta,3XL,Blue,2
JNE3743-TP-L,JNE3743,Top,L,Light Green,9
JNE3581-KR-XXL,JNE3581,kurta,XXL,Pink,35
SET301-KR-PP-XXL,SET301,Set,XXL,Magenta,53
JNE3630-KR-M,JNE3630,kurta,M,Blue,9
J0377-SKD-XXXL,J0377,Set,3XL,Beige,2
J0110-SKD-L,J0110,Set,L,Black,1
JNE3870-DR-XXL,JNE3870,Western Dress,XXL,Orange,2
SET276-KR-PP-XS,SET276,Set,XS,Blue,82
MEN5016-KR-XXL,MEN5016,kurta,XXL,Teal,3
JNE3554-KR-XL,JNE3554,kurta,XL,Yellow,3
SET269-KR-NP-XXXL,SET269,Set,3XL,Green,26
NW003-TP-PJ-XS,NW003,Set,XS,Maroon,14
J0343-DR-S,J0343,Western Dress,S,Navy Blue,108
JNE3773-KR-M,JNE3773,kurta,M,Grey,3
J0180-DR-XXXL,J0180,Western Dress,3XL,Pink,2
J0291-JS-XS,J0291,Set,XS,White,3
JNE2251-KR-537-XXL,JNE2251,kurta,XXL,Peach,2
NW030-TP-PJ-XL,NW030,Set,XL,Light Pink,2
JNE3617-KR-XXXL,JNE3617,kurta,3XL,Black,3
JNE3779-KR-M,JNE3779,kurta,M,Teal,15
JNE3555-KR-XXXL,JNE3555,kurta,3XL,Maroon,2
SET269-KR-NP-S,SET269,Set,S,Green,143
JNE3779-KR-S,JNE3779,kurta,S,Teal,34
JNE2100-KR-144-XL,JNE2100,kurta,XL,Teal,11
JNE3743-TP-M,JNE3743,Top,M,Light Green,21
SET295-KR-NP-XXL,SET295,Set,XXL,Black,2
JNE3860-DR-XS,JNE3860,Western Dress,XS,Blue,54
JNE3359-KR-M,JNE3359,kurta,M,Grey,7
SET414-KR-NP-M,SET414,Set,M,Navy Blue,46
JNE3608-KR-XS,JNE3608,kurta,XS,Maroon,9
PJNE3439-KR-N-6XL,PJNE3439,kurta,6XL,,0
SET349-KR-NP-XL,SET349,Set,XL,Pink,3
J0088-TP-L,J0088,Top,L,Pink,8
SET201-KR-NP-A-S,SET201,Set,S,,0
SET004-KR-SP-A-S,SET004,Set,S,,0
SET038-KR-PP-M,SET038,Set,M,Red,15
JNE3745-KR-XXXL,JNE3745,kurta,3XL,Teal Green,3
JNE3820-KR-XS,JNE3820,kurta,XS,Green,16
J0022-KR-XS,J0022,kurta,XS,Lemon Yellow,2
SET366-KR-NP-XL,SET366,Set,XL,Pink,31
J0416-DR-M,J0416,Western Dress,M,Pink,1
JNE3875-KR-M,JNE3875,kurta,M,Green,84
J0145-SET-M,J0145,Set,M,,0
JNE3542-KR-S,JNE3542,kurta,S,Cream,6
JNE3609-KR-XS,JNE3609,kurta,XS,White,28
J0231-SKD-M,J0231,Set,M,Green,34
SET273-KR-NP-L,SET273,Set,L,Brown,637
SET273-KR-NP-XL,SET273,Set,XL,Brown,445
SET219-KR-PP-S,SET219,Set,S,Turquoise Green,23
SET269-KR-NP-L,SET269,Set,L,Green,89
JNE3717-KR-XXL,JNE3717,kurta,XXL,Light Green,25
JNE3466-KR-S,JNE3466,kurta,S,Grey,12
JNE3725-KR-M,JNE3725,kurta,M,Brown,5
JNE3645-TP-N-XXL,JNE3645,Top,XXL,,0
J0005-DR-XXL,J0005,Western Dress,XXL,Light Green,30
SET209-KR-PP-XXXL,SET209,Set,3XL,Pink,2
MEN5007-KR-XXL,MEN5007,kurta,XXL,Blue,24
JNE3449-KR-XXL,JNE3449,kurta,XXL,Black,3
SET249-KR-NP-XXL,SET249,Set,XXL,Green,3
JNE3783-KR-XXL,JNE3783,kurta,XXL,Brown,0
SET217-KR-PP-XS,SET217,Set,XS,Sea Green,18
JNE3658-TP-M,JNE3658,Top,M,White,3
JNE3421-KR-N-S,JNE3421,kurta,S,,0
JNE3777-KR-M,JNE3777,kurta,M,Maroon,9
JNE3520-KR-XXL,JNE3520,kurta,XXL,Mustard,71
MEN5019-KR-XXL,MEN5019,kurta,XXL,Navy Blue,3
MEN5020-KR-XXXL,MEN5020,kurta,3XL,Brown,4
J0298-DR-XS,J0298,Western Dress,XS,Multicolor,1
J0306-DR-XS,J0306,Western Dress,XS,Red,22
J0331-KR-M,J0331,kurta,M,Purple,64
SET138-KR-PP-XS,SET138,Set,XS,Pink,6
SET223-KR-NP-XXXL,SET223,Set,3XL,Pink,3
JNE3030-KR-XS,JNE3030,kurta,XS,Maroon,25
JNE3030-KR-XL,JNE3030,kurta,XL,Maroon,5
SET413-KR-NP-L,SET413,Set,L,Navy Blue,8
J0163-SKD-XS,J0163,Set,XS,Red,104
SET210-KR-PP-XL,SET210,Set,XL,Grey,3
SET365-KR-NP-XS,SET365,Set,XS,Pink,13
SET185-KR-NP-XS,SET185,Set,XS,Mustard,26
SET098-KR-PP-M,SET098,Set,M,Navy Blue,163
JNE3443-KR-XXXL,JNE3443,kurta,3XL,Beige,32
JNE3445-KR-XL,JNE3445,kurta,XL,White,4
SET273-KR-NP-XXL,SET273,Set,XXL,Brown,146
JNE3601-KR-XS,JNE3601,kurta,XS,Light Green,1
JNE3364-KR-1051-A-XXXL,JNE3364,kurta,3XL,,0
JNE3504-KR-S,JNE3504,kurta,S,Green,3
J0352-KR-L,J0352,kurta,L,Green,22
J0148-SET-XS,J0148,Set,XS,Green,9
SET193-KR-NP-A-XL,SET193,Set,XL,,0
J0134-SET-XS,J0134,Set,XS,Cream,8
JNE1525-KR-UDF19-A-XXL,JNE1525,kurta,XXL,,0
JNE3520-KR-M,JNE3520,kurta,M,Mustard,64
JNE3560-KR-XS,JNE3560,kurta,XS,Blue,48
JNE3686-TU-XXL,JNE3686,Top,XXL,White,5
J0192-TP-S,J0192,Top,S,Navy Blue,3
SET220-KR-PP-XS,SET220,Set,XS,White,31
JNE3602-KR-XXXL,JNE3602,kurta,3XL,Pink,78
SET271-KR-NP-XS,SET271,Set,XS,Green,1
JNE3730-KR-XS,JNE3730,kurta,XS,Olive,11
JNE3733-KR-XL,JNE3733,kurta,XL,Turquoise Blue,3
JNE3395-KR-XXL,JNE3395,kurta,XXL,Light Green,53
JNE3471-KR-L,JNE3471,kurta,L,Maroon,2
JNE3691-TU-M,JNE3691,Top,M,Maroon,7
SET358-KR-NP-XXL,SET358,Set,XXL,Green,2
SET110-KR-PP-XXXL,SET110,Set,3XL,Black,44
MEN5005-KR-XXXL,MEN5005,kurta,3XL,Multicolor,7
JNE3423-KR-L,JNE3423,kurta,L,Black,26
JNE3423-KR-M,JNE3423,kurta,M,Black,136
NW039-TP-SR-XXXL,NW039,Set,3XL,Yellow,2
SET404-KR-NP-M,SET404,Set,M,White,61
J0079-SKD-XL,J0079,Set,XL,Pink,45
JNE1408-KR-UDF19-A-XXXL,JNE1408,kurta,3XL,,0
SET289-KR-NP-XXXL,SET289,Set,3XL,Maroon,20
JNE3768-KR-S,JNE3768,kurta,S,Peach,30
J0079-SKD-XXXL,J0079,Set,3XL,Pink,37
JNE3438-KR-M,JNE3438,kurta,M,Light Green,7
SET329-KR-NP-XXXL,SET329,Set,3XL,Peach,85
