SKU,Style,Color,Category,Size
JNE3863-TU-XXL,JNE3863,Blue,Top,XXL
JNE3670-TU-S,JNE3670,White,Top,S
SET302-KR-PP-L,SET302,Red,Set,L
SET188-KR-NP-XL,SET188,Blue,Set,XL
JNE3669-TU-XXXL,JNE3669,White,Top,3XL
JNE3645-TP-N-L,JNE3645,Blue,Top,L
J0371-SKD-XXL,J0371,Red,Set,XXL
JNE3790-KR-S,JNE3790,Green,kurta,S
J0010-LCD-XXL,J0010,Yellow,Set,XXL
J0014-LCD-XXL,J0014,Yellow,Set,XXL
J0004-SKD-XS,J0004,Black,Set,XS
JNE3447-KR-S,JNE3447,Red,kurta,S
JNE3820-KR-XL,JNE3820,Green,kurta,XL
JNE3506-KR-M,JNE3506,Blue,kurta,M
JNE3516-KR-E-XS,JNE3516,Green,kurta,XS
J0247-SKD-XXXL,J0247,Yellow,Set,3XL
SET378-KR-NP-XL,SET378,Orange,Set,XL
J0137-SET-S,J0137,Black,Set,S
J0124-TP-S,J0124,Orange,Top,S
JNE3642-TP-L,JNE3642,Green,Top,L
NW037-TP-SR-XXL,NW037,Black,Set,XXL
JNE3645-TP-N-S,JNE3645,Brown,Top,S
JNE3578-KR-S,JNE3578,Yellow,kurta,S
JNE3369-KR-XXL,JNE3369,White,kurta,XXL
SAR034,SAR034,Black,Saree,Free
CH209-BIEGE-L,CH209,Brown,Bottom,L
SAR148,SAR148,White,Saree,Free
MEN5023-KR-M,MEN5023,Purple,kurta,M
BL085-S,BL085,Brown,Blouse,S
J0197-TP-XXXL,J0197,Green,Top,3XL
JNE3160-KR-L,JNE3160,Green,kurta,L
JNE3794-KR-M,JNE3794,Orange,kurta,M
J0197-TP-M,J0197,Brown,Top,M
SET266-KR-NP-S,SET266,Orange,Set,S
J0173-DR-XS,J0173,Blue,Western Dress,XS
SET070-KR-NP-XS,SET070,Orange,Set,XS
SET404-KR-NP-XXL,SET404,Red,Set,XXL
JNE2131-KR-A-XL,JNE2131,White,kurta,XL
J0203-TP-S,J0203,Green,Top,S
SET398-KR-PP-XS,SET398,Yellow,Set,XS
JNE3488-KR-XS,JNE3488,Orange,kurta,XS
JNE3770-KR-S,JNE3770,Blue,kurta,S
SET405-KR-NP-S,SET405,Purple,Set,S
SET192-KR-NP-XL,SET192,White,Set,XL
SET267-KR-NP-M,SET267,Green,Set,M
SET228-KR-PP-A-M,SET228,Black,Set,M
SET243-KR-PP-M,SET243,Blue,Set,M
JNE3639-TP-N-XL,JNE3639,Orange,Top,XL
JNE3042-KR-XXL,JNE3042,Purple,kurta,XXL
JNE3364-KR-1051-S,JNE3364,Yellow,kurta,S
JNE2294-KR-A-L,JNE2294,White,kurta,L
JNE3422-KR-S,JNE3422,White,kurta,S
SET315-KR-PP-XXXL,SET315,Green,Set,3XL
JNE3656-TP-N-S,JNE3656,Red,Top,S
SET188-KR-NP-S,SET188,Green,Set,S
SET326-KR-PP-L,SET326,Blue,Set,L
J0237-SKD-L,J0237,Yellow,Set,L
NW038-ST-SR-M,NW038,Green,Set,M
JNE3348-KR-XXL,JNE3348,Purple,kurta,XXL
JNE3687-TU-XL,JNE3687,Orange,Top,XL
SET378-KR-NP-L,SET378,Brown,Set,L
SET221-KR-NP-M,SET221,Purple,Set,M
J0238-LCD-XL,J0238,Black,Set,XL
J0279-SET-XL,J0279,Brown,Set,XL
JNE3617-KR-S,JNE3617,Purple,kurta,S
JNE3762-KR-S,JNE3762,Black,kurta,S
SET221-KR-NP-XXL,SET221,Green,Set,XXL
JNE3408-KR-XXL,JNE3408,Green,kurta,XXL
BL104-S,BL104,Black,Blouse,S
SET221-KR-NP-XL,SET221,Blue,Set,XL
JNE3687-TU-L,JNE3687,Yellow,Top,L
J0247-SKD-L,J0247,Purple,Set,L
JNE3313-KR-XXXL,JNE3313,Green,kurta,3XL
SET318-KR-SHA-XXL,SET318,Green,Set,XXL
JNE3609-KR-XXXL,JNE3609,Yellow,kurta,3XL
BTM040-PP-XXL,BTM040,Green,Bottom,XXL
SET247-KR-SHA-XL,SET247,White,Set,XL
SET073-KR-SHA-L,SET073,Blue,Set,L
J0179-KR-XXXL,J0179,Brown,kurta,3XL
J0090-TP-S,J0090,White,Top,S
JNE1408-KR-UDF19-A-S,JNE1408,Orange,kurta,S
JNE3398-KR-XS,JNE3398,Black,kurta,XS
SET250-KR-SHA-S,SET250,Green,Set,S
SAR059,SAR059,Purple,Saree,Free
SET165-KR-PP-XS,SET165,Brown,Set,XS
JNE3742-KR-XS,JNE3742,Red,kurta,XS
BL098-S,BL098,Blue,Blouse,S
JNE3416-KR-L,JNE3416,Yellow,kurta,L
JNE3429-KR-S,JNE3429,Green,kurta,S
J0203-TP-M,J0203,Green,Top,M
JNE3294-KR-XXXL,JNE3294,Yellow,kurta,3XL
JNE3730-KR-XL,JNE3730,Red,kurta,XL
SET380-KR-NP-XXXL,SET380,Black,Set,3XL
J0103-SKD-A-M,J0103,Blue,Set,M
JNE3432-KR-M,JNE3432,Black,kurta,M
JNE3432-KR-S,JNE3432,Black,kurta,S
SET043-KR-NP-S,SET043,White,Set,S
SET004-KR-SP-XXL,SET004,Green,Set,XXL
JNE3736-KR-XXL,JNE3736,Brown,kurta,XXL
J0335-DR-S,J0335,Green,Western Dress,S
BL111-L,BL111,Brown,Blouse,L
JNE3819-KR-L,JNE3819,Green,kurta,L
JNE3875-KR-XL,JNE3875,Brown,kurta,XL
JNE3564-KR-XS,JNE3564,Green,kurta,XS
SET229-KR-PP-XS,SET229,Orange,Set,XS
SET075-KR-DH-XS,SET075,Orange,Set,XS
JNE3477-KR-M,JNE3477,Purple,kurta,M
JNE3894-TP-M,JNE3894,Red,Top,M
BTM048-PP-L,BTM048,Black,Bottom,L
JNE3408-KR-M,JNE3408,Purple,kurta,M
BTM008-B-XXL,BTM008,Black,Bottom,XXL
J0100-DR-XXXL,J0100,Purple,Western Dress,3XL
JNE3400-KR-XXXL,JNE3400,Green,kurta,3XL
JNE3555-KR-XL,JNE3555,Black,kurta,XL
JNE3608-KR-S,JNE3608,Green,kurta,S
JNE2153-KR-278-A-XS,JNE2153,Purple,kurta,XS
NW031-TP-PJ-XL,NW031,Red,Set,XL
JNE3365-KR-1052-A-L,JNE3365,Black,kurta,L
SET340-KR-NP-L,SET340,Green,Set,L
MEN5026-KR-XXL,MEN5026,Green,kurta,XXL
JNE3727-KR-S,JNE3727,Red,kurta,S
J0350-SET-L,J0350,Black,Set,L
J0400-DR-XXL,J0400,Black,Western Dress,XXL
JNE3766-KR-S,JNE3766,Green,kurta,S
SET308-KR-PP-L,SET308,Green,Set,L
JNE3447-KR-XXXL,JNE3447,Blue,kurta,3XL
SET075-KR-DH-L,SET075,Orange,Set,L
JNE1951-KR-155-XL,JNE1951,Purple,kurta,XL
MEN5004-KR-M,MEN5004,Red,kurta,M
JNE3766-KR-XXL,JNE3766,Orange,kurta,XXL
J0377-SKD-XS,J0377,Brown,Set,XS
JNE3427-KR-M,JNE3427,Blue,kurta,M
JNE3763-KR-S,JNE3763,Brown,kurta,S
JNE3704-KR-S,JNE3704,Yellow,kurta,S
JNE3577-KR-L,JNE3577,Blue,kurta,L
JNE3767-KR-L,JNE3767,Green,kurta,L
JNE3748-KR-XXXL,JNE3748,Red,kurta,3XL
JNE3736-KR-XXXL,JNE3736,Blue,kurta,3XL
J0198-TP-L,J0198,Brown,Top,L
JNE3759-KR-XL,JNE3759,White,kurta,XL
JNE3622-KR-XS,JNE3622,Red,kurta,XS
JNE3535-KR-XL,JNE3535,Green,kurta,XL
SET243-KR-PP-L,SET243,Green,Set,L
J0419-TP-XXL,J0419,Blue,Top,XXL
MEN5026-KR-M,MEN5026,Green,kurta,M
SET128-KR-DH-XS,SET128,Black,Set,XS
SET414-KR-NP-S,SET414,White,Set,S
BL009-61BLACK-B,BL009,Blue,Blouse,Free
BL010-61CHIKU-B,BL010,Green,Blouse,Free
J0415-DR-XXXL,J0415,Green,Western Dress,3XL
SET264-KR-NP-XS,SET264,Purple,Set,XS
JNE2153-KR-278-A-XXL,JNE2153,Green,kurta,XXL
J0080-TP-XS,J0080,Red,Top,XS
JNE3479-KR-XS,JNE3479,White,kurta,XS
J0163-SKD-XL,J0163,Purple,Set,XL
SET398-KR-PP-M,SET398,Green,Set,M
JNE3401-KR-XXXL,JNE3401,Purple,kurta,3XL
JNE3872-KR-XXL,JNE3872,White,kurta,XXL
JNE3464-KR-XXL,JNE3464,Orange,kurta,XXL
J0207-DR-XXL,J0207,Purple,Western Dress,XXL
JNE3689-TU-S,JNE3689,Black,Top,S
SET201-KR-NP-A-XL,SET201,Green,Set,XL
SET373-KR-PP-S,SET373,Brown,Set,S
JNE3791-DR-L,JNE3791,Green,Ethnic Dress,L
JNE3818-KR-XXXL,JNE3818,Green,kurta,3XL
JNE3633-KR-XS,JNE3633,Orange,kurta,XS
JNE3741-KR-XXL,JNE3741,Green,kurta,XXL
SET415-KR-NP-XS,SET415,Brown,Set,XS
J0010-LCD-S,J0010,White,Set,S
J0237-SKD-M,J0237,Brown,Set,M
J0136-KR-XS,J0136,Purple,kurta,XS
JNE3796-KR-XXXL,JNE3796,Yellow,kurta,3XL
JNE3794-KR-S,JNE3794,Green,kurta,S
SET384-KR-NP-S,SET384,Blue,Set,S
SET393-KR-NP-XXL,SET393,Green,Set,XXL
PJNE3364-KR-5XL,PJNE3364,Red,kurta,5XL
J0198-TP-XS,J0198,Red,Top,XS
JNE3821-KR-XS,JNE3821,Orange,kurta,XS
MEN5003-KR-M,MEN5003,Blue,kurta,M
SET227-KR-PP-A-XXXL,SET227,Green,Set,3XL
SET110-KR-PP-XL,SET110,Black,Set,XL
JNE3553-KR-XL,JNE3553,Green,kurta,XL
JNE3457-KR-XXL,JNE3457,White,kurta,XXL
J0175-KR-XXL,J0175,Purple,kurta,XXL
SET264-KR-NP-XXXL,SET264,Yellow,Set,3XL
JNE3542-KR-XS,JNE3542,Brown,kurta,XS
JNE3818-KR-XS,JNE3818,White,kurta,XS
NW003-TP-PJ-XXL,NW003,Red,Set,XXL
JNE3559-KR-XL,JNE3559,Black,kurta,XL
J0371-SKD-XXXL,J0371,Blue,Set,3XL
SET360-KR-NP-XXL,SET360,Green,Set,XXL
SET384-KR-NP-M,SET384,Green,Set,M
JNE3575-KR-XXL,JNE3575,Red,kurta,XXL
J0345-SET-L,J0345,Green,Set,L
SET287-KR-NP-XL,SET287,Yellow,Set,XL
J0113-TP-XS,J0113,Green,Top,XS
JNE3732-KR-M,JNE3732,Brown,kurta,M
JNE1233-BLUE-KR-031-L,JNE1233,Blue,kurta,L
JNE3879-DR-S,JNE3879,Green,Western Dress,S
J0157-DR-XXXL,J0157,Yellow,Western Dress,3XL
JNE2205-KR-467-A-XXL,JNE2205,Blue,kurta,XXL
J0122-TP-M,J0122,Green,Top,M
JNE2131-KR-A-M,JNE2131,Black,kurta,M
JNE3707-DR-XL,JNE3707,Brown,Western Dress,XL
JNE3534-KR-L,JNE3534,Brown,kurta,L
J0025-DR-XS,J0025,Purple,Western Dress,XS
SET004-KR-SP-A-XL,SET004,Green,Set,XL
J0212-DR-S,J0212,White,Ethnic Dress,S
J0158-DR-M,J0158,Black,Western Dress,M
SET272-KR-PP-L,SET272,Brown,Set,L
SET263-KR-NP-XL,SET263,Red,Set,XL
SET205-KR-DPT-A-S,SET205,Brown,Set,S
J0279-SET-S,J0279,Yellow,Set,S
J0375-SKD-S,J0375,Green,Set,S
JNE3369-KR-XXXL,JNE3369,Black,kurta,3XL
J0350-SET-XS,J0350,Red,Set,XS
SET248-KR-NP-L,SET248,Green,Set,L
JNE3485-KR-XXXL,JNE3485,White,kurta,3XL
JNE3749-KR-S,JNE3749,Black,kurta,S
JNE2113-KR-381-S,JNE2113,Green,kurta,S
SET257-KR-PP-L,SET257,Yellow,Set,L
JNE1951-KR-155-XXXL,JNE1951,Purple,kurta,3XL
SET197-KR-NP-XS,SET197,Red,Set,XS
J0277-SKD-XXL,J0277,Green,Set,XXL
SAR030,SAR030,Brown,Saree,Free
JNE3609-KR-S,JNE3609,Brown,kurta,S
JNE3443-KR-L,JNE3443,Blue,kurta,L
SET281-KR-PP-L,SET281,Brown,Set,L
JNE3296-KR-M,JNE3296,Yellow,kurta,M
SET386-KR-NP-XS,SET386,Green,Set,XS
J0314-KR-M,J0314,Brown,kurta,M
JNE3760-KR-XXL,JNE3760,Red,kurta,XXL
SET398-KR-PP-XXXL,SET398,Purple,Set,3XL
J0308-DR-XXL,J0308,Brown,Western Dress,XXL
JNE3806-KR-S,JNE3806,Red,kurta,S
J0134-SET-L,J0134,Orange,Set,L
NW037-TP-SR-XS,NW037,Purple,Set,XS
J0228-SKD-XXXL,J0228,Yellow,Set,3XL
JNE2265-KR-501-L,JNE2265,Orange,kurta,L
SET130-KR-NP-XS,SET130,White,Set,XS
J0163-SKD-XXXL,J0163,Green,Set,3XL
JNE3766-KR-XS,JNE3766,Green,kurta,XS
J0254-SKD-M,J0254,Brown,Set,M
JNE2153-KR-278-A-XXXL,JNE2153,Purple,kurta,3XL
JNE3880-DR-XXL,JNE3880,Orange,Western Dress,XXL
JNE3615-KR-S,JNE3615,Red,kurta,S
JNE3445-KR-L,JNE3445,Purple,kurta,L
BL098-M,BL098,Orange,Blouse,M
J0305-DR-XS,J0305,White,Western Dress,XS
SET014-KR-PP-XS,SET014,Red,Set,XS
NW006-ST-SR-XXXL,NW006,Green,Set,3XL
JNE3395-KR-XXXL,JNE3395,Brown,kurta,3XL
J0238-LCD-S,J0238,White,Set,S
JNE3752-KR-XXXL,JNE3752,Yellow,kurta,3XL
JNE1408-KR-UDF19-A-XL,JNE1408,White,kurta,XL
JNE3432-KR-XL,JNE3432,Purple,kurta,XL
JNE3907-KR-S,JNE3907,Brown,kurta,S
JNE3907-KR-XS,JNE3907,Yellow,kurta,XS
J0162-SKD-L,J0162,Green,Set,L
SET250-KR-SHA-XL,SET250,Purple,Set,XL
JNE3825-KR-S,JNE3825,Brown,kurta,S
JNE3610-KR-XS,JNE3610,Green,kurta,XS
JNE3359-KR-L,JNE3359,Green,kurta,L
JNE3680-TU-XXXL,JNE3680,Green,Top,3XL
JNE3554-KR-L,JNE3554,Green,kurta,L
JNE3370-KR-XXL,JNE3370,Green,kurta,XXL
JNE3473-KR-XXL,JNE3473,Green,kurta,XXL
SET300-KR-NP-XS,SET300,Yellow,Set,XS
JNE3578-KR-XL,JNE3578,Blue,kurta,XL
JNE3543-KR-L,JNE3543,Purple,kurta,L
JNE3770-KR-L,JNE3770,Blue,kurta,L
JNE3706-DR-S,JNE3706,Blue,Western Dress,S
NW039-TP-SR-XS,NW039,Red,Set,XS
SET198-KR-NP-A-L,SET198,Yellow,Set,L
JNE3621-KR-S,JNE3621,White,kurta,S
SET386-KR-NP-XL,SET386,Black,Set,XL
SET384-KR-NP-XL,SET384,Black,Set,XL
PSET043-KR-NP-5XL,PSET043,Orange,Set,5XL
JNE3663-TP-L,JNE3663,Brown,Top,L
JNE3625-DR-XL,JNE3625,Green,Western Dress,XL
SET265-KR-NP-L,SET265,Purple,Set,L
SET116-KR-NP-L,SET116,Purple,Set,L
J0033-KR-XL,J0033,Red,kurta,XL
SET055-KR-NP-XS,SET055,White,Set,XS
BTM036-PP-XL,BTM036,White,Bottom,XL
JNE3479-KR-L,JNE3479,Brown,kurta,L
JNE3471-KR-XL,JNE3471,Orange,kurta,XL
JNE1906-KR-031-L,JNE1906,Green,kurta,L
SET373-KR-PP-XS,SET373,Purple,Set,XS
JNE3804-KR-M,JNE3804,Brown,kurta,M
JNE3774-KR-M,JNE3774,White,kurta,M
JNE3627-KR-L,JNE3627,Green,kurta,L
JNE3482-KR-L,JNE3482,Yellow,kurta,L
SET153-KR-NP-XS,SET153,Green,Set,XS
J0052-KR-XS,J0052,Blue,kurta,XS
SET332-KR-PP-XXXL,SET332,Purple,Set,3XL
J0116-TP-XXL,J0116,Blue,Top,XXL
JNE3160-KR-G-M,JNE3160,Green,kurta,M
JNE3546-KR-XXL,JNE3546,White,kurta,XXL
SET014-KR-PP-A-XL,SET014,Blue,Set,XL
MEN5003-KR-XXL,MEN5003,Purple,kurta,XXL
JNE3568-KR-XL,JNE3568,White,kurta,XL
JNE3273-KR-S,JNE3273,Purple,kurta,S
JNE3898-KR-XL,JNE3898,Blue,kurta,XL
J0370-SKD-S,J0370,White,Set,S
JNE3724-KR-XXL,JNE3724,Purple,kurta,XXL
JNE3788-KR-M,JNE3788,Black,kurta,M
JNE3688-TU-XS,JNE3688,Green,Top,XS
AN211-BLACK-L,AN211,Blue,Bottom,L
J0231-SKD-L,J0231,Purple,Set,L
SET325-KR-NP-XL,SET325,Black,Set,XL
J0245-SKD-XXL,J0245,Brown,Set,XXL
JNE3160-KR-G-S,JNE3160,Purple,kurta,S
JNE3791-DR-M,JNE3791,Green,Ethnic Dress,M
JNE3470-KR-XS,JNE3470,White,kurta,XS
J0369-SKD-S,J0369,White,Set,S
JNE3531-KR-XS,JNE3531,Red,kurta,XS
J0334-TP-M,J0334,Red,Top,M
NW009-ST-CP-S,NW009,Black,Set,S
J0134-SET-S,J0134,Black,Set,S
JNE3803-KR-XS,JNE3803,Orange,kurta,XS
JNE3471-KR-XXL,JNE3471,Brown,kurta,XXL
J0023-TP-XXXL,J0023,Green,Top,3XL
SET377-KR-NP-XXXL,SET377,Black,Set,3XL
JNE2294-KR-A-XXL,JNE2294,Brown,kurta,XXL
J0122-TP-XXXL,J0122,Brown,Top,3XL
JNE3714-KR-XS,JNE3714,Red,kurta,XS
BTM002-B-M,BTM002,Green,Bottom,M
J0172-TP-XXL,J0172,White,Top,XXL
JNE3766-KR-L,JNE3766,Green,kurta,L
J0114-TP-M,J0114,Blue,Top,M
SET361-KR-NP-S,SET361,White,Set,S
J0131-KR-L,J0131,Blue,kurta,L
SET152-KR-NP-XS,SET152,White,Set,XS
SET332-KR-PP-XS,SET332,Red,Set,XS
CH205-YELLOW-XXL,CH205,Red,Bottom,XXL
MEN5025-KR-XL,MEN5025,Yellow,kurta,XL
JNE3732-KR-XS,JNE3732,Purple,kurta,XS
SET352-KR-NP-XXXL,SET352,White,Set,3XL
JNE3665-TP-XXL,JNE3665,Green,Top,XXL
JNE3270-KR-XS,JNE3270,Orange,kurta,XS
JNE3423-KR-XXL,JNE3423,Black,kurta,XXL
JNE3789-KR-L,JNE3789,Blue,kurta,L
NW009-ST-CP-XL,NW009,Yellow,Set,XL
JNE3432-KR-XS,JNE3432,Brown,kurta,XS
J0233-SKD-L,J0233,Yellow,Set,L
JNE3516-KR-E-XXXL,JNE3516,Orange,kurta,3XL
J0077-SKD-L,J0077,Yellow,Set,L
JNE3670-TU-L,JNE3670,Yellow,Top,L
JNE3435-KR-S,JNE3435,Brown,kurta,S
SET217-KR-PP-XXXL,SET217,Black,Set,3XL
JNE3658-TP-XL,JNE3658,White,Top,XL
J0167-KR-L,J0167,Yellow,kurta,L
SET270-KR-PP-L,SET270,Green,Set,L
J0248-KR-DPT-XL,J0248,Green,Set,XL
JNE3694-KR-XXL,JNE3694,Green,kurta,XXL
JNE3434-KR-L,JNE3434,Red,kurta,L
NW035-ST-CP-XXL,NW035,Yellow,Set,XXL
JNE3864-TU-XXXL,JNE3864,Red,Top,3XL
J0011-LCD-A-L,J0011,Black,Set,L
JNE3370-KR-L,JNE3370,White,kurta,L
JNE3637-KR-XXL,JNE3637,Green,kurta,XXL
J0048-TP-XXL,J0048,Black,Top,XXL
MEN5032-KR-L,MEN5032,Brown,kurta,L
J0231-SKD-XXL,J0231,Brown,Set,XXL
PJNE3364-KR-4XL,PJNE3364,Blue,kurta,4XL
JNE3421-KR-N-L,JNE3421,Purple,kurta,L
J0232-SKD-S,J0232,Brown,Set,S
J0159-DR-L,J0159,Purple,Western Dress,L
SET280-KR-PP-L,SET280,Green,Set,L
SET236-KR-PP-XXXL,SET236,Green,Set,3XL
MEN5022-KR-M,MEN5022,White,kurta,M
JNE3820-KR-S,JNE3820,White,kurta,S
JNE3369-KR-XS,JNE3369,Purple,kurta,XS
J0415-DR-M,J0415,White,Western Dress,M
J0136-KR-XXXL,J0136,Green,kurta,3XL
J0399-DR-XS,J0399,Orange,Western Dress,XS
JNE2100-KR-144-M,JNE2100,White,kurta,M
J0414-DR-XL,J0414,Red,Western Dress,XL
J0044-TP-S,J0044,Green,Top,S
JNE2291-KR-602-XL,JNE2291,Green,kurta,XL
SET332-KR-PP-XXL,SET332,White,Set,XXL
JNE3537-KR-S,JNE3537,Blue,kurta,S
SET389-KR-NP-M,SET389,Purple,Set,M
JNE3655-TP-XL,JNE3655,Black,Top,XL
SET172-KR-PP-B-S,SET172,Red,Set,S
SET389-KR-NP-XXXL,SET389,Black,Set,3XL
JNE3476-KR-L,JNE3476,Blue,kurta,L
SET192-KR-NP-L,SET192,Brown,Set,L
SET193-KR-NP-A-XXL,SET193,White,Set,XXL
SET341-KR-NP-XS,SET341,Purple,Set,XS
JNE3605-KR-XS,JNE3605,Red,kurta,XS
JNE3535-KR-XS,JNE3535,Brown,kurta,XS
J0124-TP-M,J0124,Purple,Top,M
JNE3559-KR-XXL,JNE3559,White,kurta,XXL
JNE3621-KR-M,JNE3621,Red,kurta,M
JNE3556-KR-L,JNE3556,Purple,kurta,L
J0236-SKD-XL,J0236,Green,Set,XL
J0033-KR-XXXL,J0033,White,kurta,3XL
JNE3489-KR-L,JNE3489,Orange,kurta,L
SET132-KR-NP-XL,SET132,Red,Set,XL
JNE3404-KR-S,JNE3404,Green,kurta,S
SET198-KR-NP-A-XXL,SET198,Green,Set,XXL
JNE3789-KR-XS,JNE3789,Black,kurta,XS
JNE3778-KR-XS,JNE3778,Blue,kurta,XS
MEN5008-KR-XXXL,MEN5008,Brown,kurta,3XL
JNE3743-TP-L,JNE3743,Orange,Top,L
JNE3581-KR-XXL,JNE3581,Purple,kurta,XXL
SET301-KR-PP-XXL,SET301,Blue,Set,XXL
JNE3630-KR-M,JNE3630,Yellow,kurta,M
J0377-SKD-XXXL,J0377,Green,Set,3XL
J0110-SKD-L,J0110,Red,Set,L
JNE3870-DR-XXL,JNE3870,Green,Western Dress,XXL
SET276-KR-PP-XS,SET276,Orange,Set,XS
MEN5016-KR-XXL,MEN5016,Black,kurta,XXL
JNE3554-KR-XL,JNE3554,Blue,kurta,XL
SET269-KR-NP-XXXL,SET269,White,Set,3XL
NW003-TP-PJ-XS,NW003,Red,Set,XS
J0343-DR-S,J0343,Brown,Western Dress,S
JNE3773-KR-M,JNE3773,Blue,kurta,M
J0180-DR-XXXL,J0180,Purple,Western Dress,3XL
J0291-JS-XS,J0291,White,Set,XS
JNE2251-KR-537-XXL,JNE2251,White,kurta,XXL
NW030-TP-PJ-XL,NW030,Blue,Set,XL
JNE3617-KR-XXXL,JNE3617,Green,kurta,3XL
JNE3779-KR-M,JNE3779,Brown,kurta,M
JNE3555-KR-XXXL,JNE3555,Red,kurta,3XL
SET269-KR-NP-S,SET269,Brown,Set,S
JNE3779-KR-S,JNE3779,Orange,kurta,S
JNE2100-KR-144-XL,JNE2100,Green,kurta,XL
JNE3743-TP-M,JNE3743,Orange,Top,M
SET295-KR-NP-XXL,SET295,Purple,Set,XXL
JNE3860-DR-XS,JNE3860,Black,Western Dress,XS
JNE3359-KR-M,JNE3359,Yellow,kurta,M
SET414-KR-NP-M,SET414,Orange,Set,M
JNE3608-KR-XS,JNE3608,Green,kurta,XS
PJNE3439-KR-N-6XL,PJNE3439,Red,kurta,6XL
SET349-KR-NP-XL,SET349,Red,Set,XL
J0088-TP-L,J0088,Green,Top,L
SET201-KR-NP-A-S,SET201,Green,Set,S
SET004-KR-SP-A-S,SET004,Orange,Set,S
SET038-KR-PP-M,SET038,White,Set,M
JNE3745-KR-XXXL,JNE3745,Green,kurta,3XL
JNE3820-KR-XS,JNE3820,White,kurta,XS
J0022-KR-XS,J0022,Purple,kurta,XS
SET366-KR-NP-XL,SET366,Blue,Set,XL
J0416-DR-M,J0416,Green,Western Dress,M
JNE3875-KR-M,JNE3875,Green,kurta,M
J0145-SET-M,J0145,Black,Set,M
JNE3542-KR-S,JNE3542,Green,kurta,S
JNE3609-KR-XS,JNE3609,Blue,kurta,XS
J0231-SKD-M,J0231,Brown,Set,M
SET273-KR-NP-L,SET273,Orange,Set,L
SET273-KR-NP-XL,SET273,Red,Set,XL
SET219-KR-PP-S,SET219,Purple,Set,S
SET269-KR-NP-L,SET269,Green,Set,L
JNE3717-KR-XXL,JNE3717,Red,kurta,XXL
JNE3466-KR-S,JNE3466,Orange,kurta,S
JNE3725-KR-M,JNE3725,Purple,kurta,M
JNE3645-TP-N-XXL,JNE3645,Black,Top,XXL
J0005-DR-XXL,J0005,Brown,Western Dress,XXL
SET209-KR-PP-XXXL,SET209,White,Set,3XL
MEN5007-KR-XXL,MEN5007,Yellow,kurta,XXL
JNE3449-KR-XXL,JNE3449,White,kurta,XXL
SET249-KR-NP-XXL,SET249,Red,Set,XXL
JNE3783-KR-XXL,JNE3783,Green,kurta,XXL
SET217-KR-PP-XS,SET217,Blue,Set,XS
JNE3658-TP-M,JNE3658,Green,Top,M
JNE3421-KR-N-S,JNE3421,Green,kurta,S
JNE3777-KR-M,JNE3777,Purple,kurta,M
JNE3520-KR-XXL,JNE3520,Black,kurta,XXL
MEN5019-KR-XXL,MEN5019,Green,kurta,XXL
MEN5020-KR-XXXL,MEN5020,Red,kurta,3XL
J0298-DR-XS,J0298,Purple,Western Dress,XS
J0306-DR-XS,J0306,White,Western Dress,XS
J0331-KR-M,J0331,Purple,kurta,M
SET138-KR-PP-XS,SET138,Purple,Set,XS
SET223-KR-NP-XXXL,SET223,Blue,Set,3XL
JNE3030-KR-XS,JNE3030,Black,kurta,XS
JNE3030-KR-XL,JNE3030,White,kurta,XL
SET413-KR-NP-L,SET413,Red,Set,L
J0163-SKD-XS,J0163,White,Set,XS
SET210-KR-PP-XL,SET210,Green,Set,XL
SET365-KR-NP-XS,SET365,Red,Set,XS
SET185-KR-NP-XS,SET185,Blue,Set,XS
SET098-KR-PP-M,SET098,Blue,Set,M
JNE3443-KR-XXXL,JNE3443,Black,kurta,3XL
JNE3445-KR-XL,JNE3445,White,kurta,XL
SET273-KR-NP-XXL,SET273,Green,Set,XXL
JNE3601-KR-XS,JNE3601,Brown,kurta,XS
JNE3364-KR-1051-A-XXXL,JNE3364,Purple,kurta,3XL
JNE3504-KR-S,JNE3504,Orange,kurta,S
J0352-KR-L,J0352,Black,kurta,L
J0148-SET-XS,J0148,Purple,Set,XS
SET193-KR-NP-A-XL,SET193,Orange,Set,XL
J0134-SET-XS,J0134,Green,Set,XS
JNE1525-KR-UDF19-A-XXL,JNE1525,Brown,kurta,XXL
JNE3520-KR-M,JNE3520,Red,kurta,M
JNE3560-KR-XS,JNE3560,White,kurta,XS
JNE3686-TU-XXL,JNE3686,Red,Top,XXL
J0192-TP-S,J0192,White,Top,S
SET220-KR-PP-XS,SET220,Black,Set,XS
JNE3602-KR-XXXL,JNE3602,Red,kurta,3XL
SET271-KR-NP-XS,SET271,Green,Set,XS
JNE3730-KR-XS,JNE3730,Red,kurta,XS
JNE3733-KR-XL,JNE3733,Orange,kurta,XL
JNE3395-KR-XXL,JNE3395,Brown,kurta,XXL
JNE3471-KR-L,JNE3471,Black,kurta,L
JNE3691-TU-M,JNE3691,Purple,Top,M
SET358-KR-NP-XXL,SET358,Green,Set,XXL
SET110-KR-PP-XXXL,SET110,Blue,Set,3XL
MEN5005-KR-XXXL,MEN5005,Orange,kurta,3XL
JNE3423-KR-L,JNE3423,Orange,kurta,L
JNE3423-KR-M,JNE3423,Red,kurta,M
NW039-TP-SR-XXXL,NW039,Blue,Set,3XL
SET404-KR-NP-M,SET404,Red,Set,M
